Escenario 3_1_2

Parametros agente
radioAgente	3.0
radioObstaculos	30.0
cantidadAgentes	400.0
cantidadObjetivos	1.0
rangoDeInteraccion	25.0


Parametros del modelo
c3	0.02
zonaVirtual	15.0
parametroObstaculos	1.0
velMax	4.0
MaxPol	180.0
c1	0.01
MaxExt	610.0
c2	0.02

Iteracion	Extension	Polarizacion	Factor colision	Consistencia extension	Consistencia polarizacion	Calidad


0	261,2644	30,9584	0,0000	0,5717	0,8280	0,6999	
1	259,6914	32,2663	0,0000	0,5743	0,8207	0,6975	
2	258,0308	32,7704	0,0000	0,5770	0,8179	0,6975	
3	256,3256	32,9982	0,0000	0,5798	0,8167	0,6982	
4	254,5831	33,8148	0,0000	0,5827	0,8121	0,6974	
5	252,8115	34,4407	0,0000	0,5856	0,8087	0,6971	
6	250,9630	35,8761	0,0000	0,5886	0,8007	0,6946	
7	249,0751	36,3927	0,0000	0,5917	0,7978	0,6947	
8	247,1743	36,9958	0,0000	0,5948	0,7945	0,6946	
9	245,2161	37,9607	0,0000	0,5980	0,7891	0,6936	
10	243,2136	38,8198	0,0000	0,6013	0,7843	0,6928	
11	241,2415	39,6848	0,0000	0,6045	0,7795	0,6920	
12	239,2665	39,9396	0,0000	0,6078	0,7781	0,6929	
13	237,2636	40,2808	0,0000	0,6110	0,7762	0,6936	
14	235,2916	41,3886	0,0000	0,6143	0,7701	0,6922	
15	233,3029	41,7323	0,0000	0,6175	0,7682	0,6928	
16	231,3600	42,5728	0,0000	0,6207	0,7635	0,6921	
17	229,3988	43,2391	0,0000	0,6239	0,7598	0,6919	
18	227,3659	43,2477	0,0000	0,6273	0,7597	0,6935	
19	225,3309	43,3662	0,0000	0,6306	0,7591	0,6948	
20	223,3006	44,0024	0,0000	0,6339	0,7555	0,6947	
21	221,2091	44,4282	0,0000	0,6374	0,7532	0,6953	
22	219,1164	44,6515	0,0000	0,6408	0,7519	0,6964	
23	217,0503	45,5022	0,0000	0,6442	0,7472	0,6957	
24	215,0586	44,8235	0,0000	0,6474	0,7510	0,6992	
25	213,1011	45,1506	0,0000	0,6507	0,7492	0,6999	
26	211,0280	45,1655	0,0000	0,6541	0,7491	0,7016	
27	209,0962	44,7865	0,0000	0,6572	0,7512	0,7042	
28	207,1937	44,4908	0,0000	0,6603	0,7528	0,7066	
29	205,2608	44,2519	0,0000	0,6635	0,7542	0,7088	
30	203,4298	44,2954	0,0000	0,6665	0,7539	0,7102	
31	201,5849	43,6703	0,0000	0,6695	0,7574	0,7135	
32	199,8530	43,4557	0,0000	0,6724	0,7586	0,7155	
33	198,2585	42,6182	0,0000	0,6750	0,7632	0,7191	
34	196,6312	42,0594	0,0000	0,6777	0,7663	0,7220	
35	194,9389	41,6394	0,0000	0,6804	0,7687	0,7245	
36	193,2725	40,8928	0,0000	0,6832	0,7728	0,7280	
37	191,7026	39,5131	0,0000	0,6857	0,7805	0,7331	
38	190,1749	38,8360	0,0000	0,6882	0,7842	0,7362	
39	188,6341	37,8646	0,0000	0,6908	0,7896	0,7402	
40	187,1317	36,8794	0,0000	0,6932	0,7951	0,7442	
41	185,6447	35,8947	0,0000	0,6957	0,8006	0,7481	
42	184,1922	35,0380	0,0000	0,6980	0,8053	0,7517	
43	182,8206	34,4490	0,0000	0,7003	0,8086	0,7545	
44	181,6447	32,6982	0,0000	0,7022	0,8183	0,7603	
45	180,4953	32,1944	0,0000	0,7041	0,8211	0,7626	
46	179,3610	30,8377	0,0000	0,7060	0,8287	0,7673	
47	178,2732	30,6296	0,0000	0,7077	0,8298	0,7688	
48	177,2949	29,4646	0,0000	0,7094	0,8363	0,7728	
49	176,2660	28,3327	0,0000	0,7110	0,8426	0,7768	
50	175,2592	27,6567	0,0000	0,7127	0,8464	0,7795	
51	174,3909	26,7263	0,0000	0,7141	0,8515	0,7828	
52	173,6648	25,3561	0,0000	0,7153	0,8591	0,7872	
53	172,9763	24,9327	0,0000	0,7164	0,8615	0,7890	
54	172,3270	24,5368	0,0000	0,7175	0,8637	0,7906	
55	171,6230	24,0655	0,0000	0,7187	0,8663	0,7925	
56	171,1234	23,1097	0,0000	0,7195	0,8716	0,7955	
57	170,7017	23,1209	0,0000	0,7202	0,8716	0,7959	
58	170,3425	22,5158	0,0000	0,7207	0,8749	0,7978	
59	169,9556	21,5865	0,0000	0,7214	0,8801	0,8007	
60	169,5440	20,8145	0,0000	0,7221	0,8844	0,8032	
61	169,1179	20,5321	0,0000	0,7228	0,8859	0,8043	
62	168,7989	20,6255	0,0000	0,7233	0,8854	0,8043	
63	168,3255	20,0307	0,0000	0,7241	0,8887	0,8064	
64	167,7798	19,7676	0,0000	0,7250	0,8902	0,8076	
65	167,3976	19,1645	0,0000	0,7256	0,8935	0,8096	
66	166,9477	18,5540	0,0000	0,7263	0,8969	0,8116	
67	166,5892	18,2306	0,0000	0,7269	0,8987	0,8128	
68	166,2269	18,1428	0,0000	0,7275	0,8992	0,8134	
69	165,8741	17,5411	0,0000	0,7281	0,9025	0,8153	
